Kueri Baseline;Kueri Refactored;Pola Properti Awal;Pola Properti Baru;Persentase Pengurangan;Jumlah Hasil;DBHits;Running Time
"MATCH (n2:director)-[:CINEMATOGRAPHER_OF]->(n4:adult), (n2:cinematographer)-[:CINEMATOGRAPHER_OF]->(n3:adult), (n2:cinematographer)-[:CINEMATOGRAPHER_OF]->(n1:comedy) WHERE (n1.category=""video"") OR (n3.category=""video"") RETURN count(n1)";"CALL () {
  MATCH (n2:director)-[:CINEMATOGRAPHER_OF]->(n4:adult), (n2:cinematographer)-[:CINEMATOGRAPHER_OF]->(n3:adult), (n2:cinematographer)-[:CINEMATOGRAPHER_OF]->(n1:comedy)-[:HAS_CATEGORY]->(:video)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:director)-[:CINEMATOGRAPHER_OF]->(n4:adult), (n2:cinematographer)-[:CINEMATOGRAPHER_OF]->(n3:adult)-[:HAS_CATEGORY]->(:video), (n2:cinematographer)-[:CINEMATOGRAPHER_OF]->(n1:comedy)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:director)-[:CINEMATOGRAPHER_OF]->(n4:adult), (n2:cinematographer)-[:CINEMATOGRAPHER_OF]->(n3:adult)-[:HAS_CATEGORY]->(:video), (n2:cinematographer)-[:CINEMATOGRAPHER_OF]->(n1:comedy)-[:HAS_CATEGORY]->(:video)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";A OR B;-;100%;10352891;675736775;159125.5
"MATCH (n3:music_department)-[:COMPOSED]->(n2:documentary), (n3:soundtrack)-[:COMPOSED]->(n1:drama) WHERE (n3.death=2019) OR (n2.category=""movie"") RETURN count(n1)";"CALL () {
  MATCH (n3:music_department)-[:COMPOSED]->(n2:documentary), (n3:soundtrack)-[:COMPOSED]->(n1:drama), (n3)-[:DIED_IN]->(:year_2019)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:music_department)-[:COMPOSED]->(n2:documentary)-[:HAS_CATEGORY]->(:movie), (n3:soundtrack)-[:COMPOSED]->(n1:drama)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:music_department)-[:COMPOSED]->(n2:documentary)-[:HAS_CATEGORY]->(:movie), (n3:soundtrack)-[:COMPOSED]->(n1:drama), (n3)-[:DIED_IN]->(:year_2019)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";A OR B;-;100%;431581;6221623;4911.2
"MATCH (n3:music_department)-[:ACTED_IN]->(n1:music), (n3:soundtrack)-[:COMPOSED]->(n2:romance) WHERE (n2.year=1990) OR (n1.category=""tvSpecial"") RETURN count(n1)";"CALL () {
  MATCH (n3:music_department)-[:ACTED_IN]->(n1:music), (n3:soundtrack)-[:COMPOSED]->(n2:romance)-[:RELEASED_IN]->(:year_1990)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:music_department)-[:ACTED_IN]->(n1:music)-[:HAS_CATEGORY]->(:tvSpecial), (n3:soundtrack)-[:COMPOSED]->(n2:romance)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:music_department)-[:ACTED_IN]->(n1:music)-[:HAS_CATEGORY]->(:tvSpecial), (n3:soundtrack)-[:COMPOSED]->(n2:romance)-[:RELEASED_IN]->(:year_1990)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";A OR B;-;100%;6229;5598234;8391.4
"MATCH (n1:composer)-[:COMPOSED]->(n3:western), (n1:composer)-[:COMPOSED]->(n2:drama) WHERE (n3.year=1969) OR (n3.category=""movie"") RETURN count(n1)";"CALL () {
  MATCH (n1:composer)-[:COMPOSED]->(n3:western)-[:RELEASED_IN]->(:year_1969), (n1:composer)-[:COMPOSED]->(n2:drama)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:composer)-[:COMPOSED]->(n3:western)-[:HAS_CATEGORY]->(:movie), (n1:composer)-[:COMPOSED]->(n2:drama)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:composer)-[:COMPOSED]->(n3:western)-[:RELEASED_IN]->(:year_1969), (n1:composer)-[:COMPOSED]->(n2:drama), (n3)-[:HAS_CATEGORY]->(:movie)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";A OR B;-;100%;161284;1357310;603.7
"MATCH (n1:actress)-[:ACTED_IN]->(n3:sport), (n1:actress)-[:ACTED_IN]->(n4:comedy), (n1:actress)-[:ACTED_IN]->(n2:documentary) WHERE (n3.year=1993) OR (n2.category=""video"") RETURN count(n1)";"CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:sport)-[:RELEASED_IN]->(:year_1993), (n1:actress)-[:ACTED_IN]->(n4:comedy), (n1:actress)-[:ACTED_IN]->(n2:documentary)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:sport), (n1:actress)-[:ACTED_IN]->(n4:comedy), (n1:actress)-[:ACTED_IN]->(n2:documentary)-[:HAS_CATEGORY]->(:video)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:sport)-[:RELEASED_IN]->(:year_1993), (n1:actress)-[:ACTED_IN]->(n4:comedy), (n1:actress)-[:ACTED_IN]->(n2:documentary)-[:HAS_CATEGORY]->(:video)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";A OR B;-;100%;903495;14942954;6106.6
"MATCH (n3:actor)-[:ACTED_IN]->(n1:reality_tv), (n3:actor)-[:ACTED_IN]->(n2:documentary), (n4:producer)-[:ACTED_IN]->(n1:reality_tv) WHERE (n1.category=""tvSpecial"") OR (n2.year=0) RETURN count(n1)";"CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n1:reality_tv), (n3:actor)-[:ACTED_IN]->(n2:documentary), (n4:producer)-[:ACTED_IN]->(n1:reality_tv)-[:HAS_CATEGORY]->(:tvSpecial)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n1:reality_tv), (n3:actor)-[:ACTED_IN]->(n2:documentary)-[:RELEASED_IN]->(:year_0), (n4:producer)-[:ACTED_IN]->(n1:reality_tv)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n1:reality_tv), (n3:actor)-[:ACTED_IN]->(n2:documentary)-[:RELEASED_IN]->(:year_0), (n4:producer)-[:ACTED_IN]->(n1:reality_tv)-[:HAS_CATEGORY]->(:tvSpecial)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";A OR B;-;100%;172444;11716201;10257.3
"MATCH (n2:writer)-[:CINEMATOGRAPHER_OF]->(n4:adult), (n2:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:adult), (n2:director)-[:DIRECTED]->(n1:adult) WHERE (n2.name=""James Avalon"") OR (n2.death=0) RETURN count(n1)";"CALL () {
  MATCH (n2:writer)-[:CINEMATOGRAPHER_OF]->(n4:adult), (n2:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:adult), (n2:director)-[:DIRECTED]->(n1:adult)
  WHERE n2.name=""James Avalon""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:writer)-[:CINEMATOGRAPHER_OF]->(n4:adult), (n2:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:adult), (n2:director)-[:DIRECTED]->(n1:adult), (n2)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:writer)-[:CINEMATOGRAPHER_OF]->(n4:adult), (n2:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:adult), (n2:director)-[:DIRECTED]->(n1:adult), (n2)-[:DIED_IN]->(:year_0)
  WHERE n2.name=""James Avalon""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";A OR B;A;50%;182856;3437925;3183.0
MATCH (n2:music_department)-[:ACTED_IN]->(n3:crime), (n2:music_department)-[:ACTED_IN]->(n1:romance) WHERE (n3.year=1981) OR (n2.death=2012) RETURN count(n1);"CALL () {
  MATCH (n2:music_department)-[:ACTED_IN]->(n3:crime)-[:RELEASED_IN]->(:year_1981), (n2:music_department)-[:ACTED_IN]->(n1:romance)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:music_department)-[:ACTED_IN]->(n3:crime), (n2:music_department)-[:ACTED_IN]->(n1:romance), (n2)-[:DIED_IN]->(:year_2012)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:music_department)-[:ACTED_IN]->(n3:crime)-[:RELEASED_IN]->(:year_1981), (n2:music_department)-[:ACTED_IN]->(n1:romance), (n2)-[:DIED_IN]->(:year_2012)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";A OR B;-;100%;9092;401764;201.0
MATCH (n4:director)-[:PRODUCED]->(n3:drama), (n4:producer)-[:DIRECTED]->(n1:drama), (n4:director)-[:PRODUCED]->(n2:documentary) WHERE (n1.year=1997) OR (n4.death=0) RETURN count(n1);"CALL () {
  MATCH (n4:director)-[:PRODUCED]->(n3:drama), (n4:producer)-[:DIRECTED]->(n1:drama)-[:RELEASED_IN]->(:year_1997), (n4:director)-[:PRODUCED]->(n2:documentary)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n4:director)-[:PRODUCED]->(n3:drama), (n4:producer)-[:DIRECTED]->(n1:drama), (n4:director)-[:PRODUCED]->(n2:documentary), (n4)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n4:director)-[:PRODUCED]->(n3:drama), (n4:producer)-[:DIRECTED]->(n1:drama)-[:RELEASED_IN]->(:year_1997), (n4:director)-[:PRODUCED]->(n2:documentary), (n4)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";A OR B;-;100%;1043929;47870023;12678.5
"MATCH (n3:actor)-[:ACTED_IN]->(n2:documentary), (n3:producer)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n1:music) WHERE (n1.year=2007) OR (n3.name=""Jack Nicholson"") RETURN count(n1)";"CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n2:documentary), (n3:producer)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n1:music)-[:RELEASED_IN]->(:year_2007)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n2:documentary), (n3:producer)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n1:music)
  WHERE n3.name=""Jack Nicholson""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n2:documentary), (n3:producer)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n1:music)-[:RELEASED_IN]->(:year_2007)
  WHERE n3.name=""Jack Nicholson""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";A OR B;A;50%;2187;1419114;3025.0
MATCH (n2:writer)-[:ACTED_IN]->(n3:music), (n2:producer)-[:PRODUCED]->(n1:thriller) WHERE (n1.year=2001) OR (n3.year=2016) RETURN count(n1);"CALL () {
  MATCH (n2:writer)-[:ACTED_IN]->(n3:music), (n2:producer)-[:PRODUCED]->(n1:thriller)-[:RELEASED_IN]->(:year_2001)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:writer)-[:ACTED_IN]->(n3:music)-[:RELEASED_IN]->(:year_2016), (n2:producer)-[:PRODUCED]->(n1:thriller)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:writer)-[:ACTED_IN]->(n3:music)-[:RELEASED_IN]->(:year_2016), (n2:producer)-[:PRODUCED]->(n1:thriller)-[:RELEASED_IN]->(:year_2001)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";A OR B;-;100%;108;1250852;2725.7
MATCH (n1:writer)-[:ACTED_IN]->(n4:documentary), (n1:actor)-[:ACTED_IN]->(n2:documentary), (n1:director)-[:ACTED_IN]->(n3:comedy) WHERE (n3.year=1985) OR (n4.year=2008) RETURN count(n1);"CALL () {
  MATCH (n1:writer)-[:ACTED_IN]->(n4:documentary), (n1:actor)-[:ACTED_IN]->(n2:documentary), (n1:director)-[:ACTED_IN]->(n3:comedy)-[:RELEASED_IN]->(:year_1985)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:writer)-[:ACTED_IN]->(n4:documentary)-[:RELEASED_IN]->(:year_2008), (n1:actor)-[:ACTED_IN]->(n2:documentary), (n1:director)-[:ACTED_IN]->(n3:comedy)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:writer)-[:ACTED_IN]->(n4:documentary)-[:RELEASED_IN]->(:year_2008), (n1:actor)-[:ACTED_IN]->(n2:documentary), (n1:director)-[:ACTED_IN]->(n3:comedy)-[:RELEASED_IN]->(:year_1985)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";A OR B;-;100%;3105386;42376171;11402.3
"MATCH (n3:music_department)-[:COMPOSED]->(n2:documentary), (n3:music_department)-[:COMPOSED]->(n1:documentary) WHERE (n3.name=""Philip Glass"" AND n3.birth=1937 AND n1.category=""video"") RETURN count(n1)";"MATCH (n3:music_department)-[:COMPOSED]->(n2:documentary), (n3:music_department)-[:COMPOSED]->(n1:documentary)-[:HAS_CATEGORY]->(:video) , (n3:music_department)-[:BORN_IN]->(:year_1937) WHERE (n3.name=""Philip Glass"") RETURN count(n1)";A AND B AND C;A;67%;603;13417;47.2
"MATCH (n2:director)-[:ACTED_IN]->(n3:comedy), (n2:actor)-[:WROTE]->(n1:comedy) WHERE (n1.category=""movie"" AND n2.name=""John McDermott"" AND n2.birth=1893) RETURN count(n1)";"MATCH (n2:director)-[:ACTED_IN]->(n3:comedy), (n2:actor)-[:WROTE]->(n1:comedy)-[:HAS_CATEGORY]->(:movie) , (n2:director)-[:BORN_IN]->(:year_1893) WHERE (n2.name=""John McDermott"") RETURN count(n1)";A AND B AND C;A;67%;465;4981;35.8
"MATCH (n3:script_department)-[:EDITED]->(n1:drama), (n3:miscellaneous)-[:EDITED]->(n4:drama), (n3:editor)-[:EDITED]->(n2:comedy) WHERE (n2.category=""movie"" AND n3.birth=0 AND n3.name=""Jorge Busto"") RETURN count(n1)";"MATCH (n3:script_department)-[:EDITED]->(n1:drama), (n3:miscellaneous)-[:EDITED]->(n4:drama), (n3:editor)-[:EDITED]->(n2:comedy)-[:HAS_CATEGORY]->(:movie) , (n3:script_department)-[:BORN_IN]->(:year_0) WHERE (n3.name=""Jorge Busto"") RETURN count(n1)";A AND B AND C;A;67%;2057928;15709753;3747.8
"MATCH (n4:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:family), (n4:director)-[:CINEMATOGRAPHER_OF]->(n2:comedy), (n4:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:war) WHERE (n4.birth=0 AND n4.name=""Guy Gon̤alves"" AND n3.year=1997) RETURN count(n1)";"MATCH (n4:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:family), (n4:director)-[:CINEMATOGRAPHER_OF]->(n2:comedy), (n4:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:war)-[:RELEASED_IN]->(:year_1997) , (n4:camera_department)-[:BORN_IN]->(:year_0) WHERE (n4.name=""Guy Gon̤alves"") RETURN count(n1)";A AND B AND C;A;67%;0;63314;188.4
"MATCH (n1:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n2:adult), (n1:miscellaneous)-[:ACTED_IN]->(n3:adult), (n1:actress)-[:ACTED_IN]->(n4:adult) WHERE (n1.birth=1966 AND n1.name=""Christy Canyon"" AND n4.year=1995) RETURN count(n1)";"MATCH (n1:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n2:adult), (n1:miscellaneous)-[:ACTED_IN]->(n3:adult), (n1:actress)-[:ACTED_IN]->(n4:adult)-[:RELEASED_IN]->(:year_1995) , (n1:actress)-[:BORN_IN]->(:year_1966) WHERE (n1.name=""Christy Canyon"") RETURN count(n1)";A AND B AND C;A;67%;95910;433687;171.9
"MATCH (n3:soundtrack)-[:ACTED_IN]->(n2:drama), (n3:soundtrack)-[:ACTED_IN]->(n1:comedy) WHERE (n1.category=""movie"" AND n3.death=1976 AND n2.category=""movie"") RETURN count(n1)";MATCH (n3:soundtrack)-[:ACTED_IN]->(n2:drama)-[:HAS_CATEGORY]->(:movie), (n3:soundtrack)-[:ACTED_IN]->(n1:comedy)-[:HAS_CATEGORY]->(:movie) , (n3:soundtrack)-[:DIED_IN]->(:year_1976) RETURN count(n1);A AND B AND C;-;100%;7306;218382;118.7
"MATCH (n2:soundtrack)-[:ACTED_IN]->(n3:documentary), (n2:producer)-[:ACTED_IN]->(n1:drama) WHERE (n3.category=""video"" AND n1.category=""movie"" AND n2.name=""Kevin Costner"") RETURN count(n1)";"MATCH (n2:soundtrack)-[:ACTED_IN]->(n3:documentary)-[:HAS_CATEGORY]->(:video), (n2:producer)-[:ACTED_IN]->(n1:drama)-[:HAS_CATEGORY]->(:movie) WHERE (n2.name=""Kevin Costner"") RETURN count(n1)";A AND B AND C;A;67%;858;133920;296.0
"MATCH (n2:visual_effects)-[:ACTED_IN]->(n1:comedy), (n2:visual_effects)-[:ACTED_IN]->(n3:thriller), (n2:actor)-[:ACTED_IN]->(n4:comedy) WHERE (n3.category=""short"" AND n2.name=""Steven Allen"" AND n1.category=""short"") RETURN count(n1)";"MATCH (n2:visual_effects)-[:ACTED_IN]->(n1:comedy)-[:HAS_CATEGORY]->(:short), (n2:visual_effects)-[:ACTED_IN]->(n3:thriller)-[:HAS_CATEGORY]->(:short), (n2:actor)-[:ACTED_IN]->(n4:comedy) WHERE (n2.name=""Steven Allen"") RETURN count(n1)";A AND B AND C;A;67%;42;41193;119.1
"MATCH (n3:cinematographer)-[:CINEMATOGRAPHER_OF]->(n1:drama), (n3:cinematographer)-[:CINEMATOGRAPHER_OF]->(n4:thriller), (n3:camera_department)-[:CINEMATOGRAPHER_OF]->(n2:crime) WHERE (n1.category=""movie"" AND n3.name=""Ellsworth Fredericks"" AND n4.category=""movie"") RETURN count(n1)";"MATCH (n3:cinematographer)-[:CINEMATOGRAPHER_OF]->(n1:drama)-[:HAS_CATEGORY]->(:movie), (n3:cinematographer)-[:CINEMATOGRAPHER_OF]->(n4:thriller)-[:HAS_CATEGORY]->(:movie), (n3:camera_department)-[:CINEMATOGRAPHER_OF]->(n2:crime) WHERE (n3.name=""Ellsworth Fredericks"") RETURN count(n1)";A AND B AND C;A;67%;474;355788;1846.9
"MATCH (n3:producer)-[:EDITED]->(n1:documentary), (n3:editor)-[:EDITED]->(n2:documentary) WHERE (n1.category=""movie"" AND n1.year=2010 AND n2.category=""video"") RETURN count(n1)";MATCH (n3:producer)-[:EDITED]->(n1:documentary)-[:HAS_CATEGORY]->(:movie), (n3:editor)-[:EDITED]->(n2:documentary)-[:HAS_CATEGORY]->(:video) , (n1:documentary)-[:RELEASED_IN]->(:year_2010) RETURN count(n1);A AND B AND C;-;100%;169;12351824;4753.3
"MATCH (n1:actor)-[:ACTED_IN]->(n2:drama), (n1:actor)-[:ACTED_IN]->(n3:news) WHERE (n3.category=""video"" AND n2.category=""movie"" AND n2.year=1974) RETURN count(n1)";MATCH (n1:actor)-[:ACTED_IN]->(n2:drama)-[:HAS_CATEGORY]->(:movie), (n1:actor)-[:ACTED_IN]->(n3:news)-[:HAS_CATEGORY]->(:video) , (n2:drama)-[:RELEASED_IN]->(:year_1974) RETURN count(n1);A AND B AND C;-;100%;11;1177378;592.8
"MATCH (n1:actress)-[:ACTED_IN]->(n3:comedy), (n1:actress)-[:ACTED_IN]->(n2:comedy), (n1:actress)-[:ACTED_IN]->(n4:comedy) WHERE (n3.year=1976 AND n2.category=""movie"" AND n3.category=""movie"") RETURN count(n1)";MATCH (n1:actress)-[:ACTED_IN]->(n3:comedy)-[:RELEASED_IN]->(:year_1976), (n1:actress)-[:ACTED_IN]->(n2:comedy)-[:HAS_CATEGORY]->(:movie), (n1:actress)-[:ACTED_IN]->(n4:comedy) , (n3:comedy)-[:HAS_CATEGORY]->(:movie) RETURN count(n1);A AND B AND C;-;100%;596043;4642918;1141.1
"MATCH (n3:producer)-[:ACTED_IN]->(n1:drama), (n3:director)-[:ACTED_IN]->(n2:drama) WHERE (n3.death=0 AND n1.category=""movie"" AND n2.year=1988) RETURN count(n1)";MATCH (n3:producer)-[:ACTED_IN]->(n1:drama)-[:HAS_CATEGORY]->(:movie), (n3:director)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_1988) , (n3:producer)-[:DIED_IN]->(:year_0) RETURN count(n1);A AND B AND C;-;100%;22066;12998680;3724.3
"MATCH (n1:actress)-[:ACTED_IN]->(n3:drama), (n1:actress)-[:ACTED_IN]->(n2:mystery) WHERE (n3.year=2010 AND n1.death=0 AND n2.category=""movie"") RETURN count(n1)";MATCH (n1:actress)-[:ACTED_IN]->(n3:drama)-[:RELEASED_IN]->(:year_2010), (n1:actress)-[:ACTED_IN]->(n2:mystery)-[:HAS_CATEGORY]->(:movie) , (n1:actress)-[:DIED_IN]->(:year_0) RETURN count(n1);A AND B AND C;-;100%;19918;2657859;3390.4
"MATCH (n3:actor)-[:DIRECTED]->(n2:drama), (n3:actor)-[:DIRECTED]->(n1:drama) WHERE (n2.year=1973 AND n3.name=""Hasan El-Emam"" AND n2.category=""movie"") RETURN count(n1)";"MATCH (n3:actor)-[:DIRECTED]->(n2:drama)-[:RELEASED_IN]->(:year_1973), (n3:actor)-[:DIRECTED]->(n1:drama) , (n2:drama)-[:HAS_CATEGORY]->(:movie) WHERE (n3.name=""Hasan El-Emam"") RETURN count(n1)";A AND B AND C;A;67%;82;120211;107.1
"MATCH (n1:actress)-[:ACTED_IN]->(n2:drama), (n1:actress)-[:ACTED_IN]->(n3:drama) WHERE (n3.category=""tvMovie"" AND n3.year=1962 AND n2.year=1958) RETURN count(n1)";MATCH (n1:actress)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_1958), (n1:actress)-[:ACTED_IN]->(n3:drama)-[:HAS_CATEGORY]->(:tvMovie) , (n3:drama)-[:RELEASED_IN]->(:year_1962) RETURN count(n1);A AND B AND C;-;100%;377;241811;184.6
"MATCH (n4:actor)-[:ACTED_IN]->(n2:drama), (n4:soundtrack)-[:WROTE]->(n3:drama), (n4:director)-[:DIRECTED]->(n1:drama) WHERE (n1.year=1913 AND n2.year=1935 AND n3.category=""short"") RETURN count(n1)";MATCH (n4:actor)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_1935), (n4:soundtrack)-[:WROTE]->(n3:drama)-[:HAS_CATEGORY]->(:short), (n4:director)-[:DIRECTED]->(n1:drama)-[:RELEASED_IN]->(:year_1913) RETURN count(n1);A AND B AND C;-;100%;18;22679;55.5
MATCH (n1:actor)-[:ACTED_IN]->(n2:drama), (n1:actor)-[:ACTED_IN]->(n4:documentary), (n1:actor)-[:ACTED_IN]->(n3:documentary) WHERE (n4.year=2005 AND n3.year=2016 AND n1.death=0) RETURN count(n1);MATCH (n1:actor)-[:ACTED_IN]->(n2:drama), (n1:actor)-[:ACTED_IN]->(n4:documentary)-[:RELEASED_IN]->(:year_2005), (n1:actor)-[:ACTED_IN]->(n3:documentary)-[:RELEASED_IN]->(:year_2016) , (n1:actor)-[:DIED_IN]->(:year_0) RETURN count(n1);A AND B AND C;-;100%;394549;31036875;12790.9
MATCH (n4:director)-[:DIRECTED]->(n3:adult), (n4:cinematographer)-[:DIRECTED]->(n1:adult), (n4:writer)-[:CINEMATOGRAPHER_OF]->(n2:adult) WHERE (n1.year=2005 AND n4.death=0 AND n2.year=2002) RETURN count(n1);MATCH (n4:director)-[:DIRECTED]->(n3:adult), (n4:cinematographer)-[:DIRECTED]->(n1:adult)-[:RELEASED_IN]->(:year_2005), (n4:writer)-[:CINEMATOGRAPHER_OF]->(n2:adult)-[:RELEASED_IN]->(:year_2002) , (n4:director)-[:DIED_IN]->(:year_0) RETURN count(n1);A AND B AND C;-;100%;2354;435692;232.6
MATCH (n2:producer)-[:ACTED_IN]->(n3:romance), (n2:miscellaneous)-[:ACTED_IN]->(n1:comedy), (n2:actor)-[:ACTED_IN]->(n4:comedy) WHERE (n1.year=2019 AND n4.year=2008 AND n3.year=1999) RETURN count(n1);MATCH (n2:producer)-[:ACTED_IN]->(n3:romance)-[:RELEASED_IN]->(:year_1999), (n2:miscellaneous)-[:ACTED_IN]->(n1:comedy)-[:RELEASED_IN]->(:year_2019), (n2:actor)-[:ACTED_IN]->(n4:comedy)-[:RELEASED_IN]->(:year_2008) RETURN count(n1);A AND B AND C;-;100%;11;1858713;664.5
"MATCH (n2:composer)-[:COMPOSED]->(n3:comedy), (n2:music_department)-[:COMPOSED]->(n1:animation) WHERE (n2.death=0) OR (n2.birth=0) OR (n3.category=""movie"") RETURN count(n1)";"CALL () {
  MATCH (n2:composer)-[:COMPOSED]->(n3:comedy), (n2:music_department)-[:COMPOSED]->(n1:animation), (n2)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:composer)-[:COMPOSED]->(n3:comedy), (n2:music_department)-[:COMPOSED]->(n1:animation), (n2)-[:BORN_IN]->(:year_0)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:composer)-[:COMPOSED]->(n3:comedy)-[:HAS_CATEGORY]->(:movie), (n2:music_department)-[:COMPOSED]->(n1:animation)
  RETURN count(*) AS t3
}
CALL () {
  MATCH (n2:composer)-[:COMPOSED]->(n3:comedy), (n2:music_department)-[:COMPOSED]->(n1:animation), (n2)-[:DIED_IN]->(:year_0), (n2)-[:BORN_IN]->(:year_0)
  RETURN count(*) AS t12
}
CALL () {
  MATCH (n2:composer)-[:COMPOSED]->(n3:comedy)-[:HAS_CATEGORY]->(:movie), (n2:music_department)-[:COMPOSED]->(n1:animation), (n2)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t13
}
CALL () {
  MATCH (n2:composer)-[:COMPOSED]->(n3:comedy)-[:HAS_CATEGORY]->(:movie), (n2:music_department)-[:COMPOSED]->(n1:animation), (n2)-[:BORN_IN]->(:year_0)
  RETURN count(*) AS t23
}
CALL () {
  MATCH (n2:composer)-[:COMPOSED]->(n3:comedy)-[:HAS_CATEGORY]->(:movie), (n2:music_department)-[:COMPOSED]->(n1:animation), (n2)-[:DIED_IN]->(:year_0), (n2)-[:BORN_IN]->(:year_0)
  RETURN count(*) AS t123
}
RETURN t1 + t2 + t3 - t12 - t13 - t23 + t123 AS total";A OR B OR C;-;100%;10613023;740110411;130469.2
